Manufacturer,Series,Model Number,AC Power (kW),Approval Date,Expiry date
CSI Solar Co Ltd,CSI-5K-1P,CSI-5K-S22003-E (AS4777-2 2020),5,22/03/2023,22/03/2026
CSI Solar Co Ltd,CSI-7K-1P,CSI-7K-S22003-E (AS4777-2 2020),7,21/10/2022,21/10/2025
CSI Solar Co Ltd,CSI-8K-1P,CSI-8K-S22003-E (AS4777-2 2020),8,27/03/2023,27/03/2026
CSI Solar Co Ltd,CSI-9K-1P,CSI-9K-S22003-E (AS4777-2 2020),9,21/10/2022,21/10/2025
Dawn Renewable Energy (Fiji) Pte Ltd,DS5500,DS5500LP (AS4777-2 2020),5.5,4/03/2024,4/03/2027
Dawn Renewable Energy (Fiji) Pte Ltd,DS5500,EM-DS5500L (AS4777-2 2020),5.5,4/03/2024,4/03/2027
Delta Electronics Inc,BX6.3_AC100,BX6.3_AC100 (AS4777-2 2020),3,2/03/2022,2/03/2025
Delta Electronics Inc,BX6.3_AC100,BX6.3_AC101 (AS4777-2 2020),3,2/03/2022,2/03/2025
Delta Electronics Inc,H5A_222,H5A_222 (AS4777-2 2020),5,1/07/2022,10/06/2027
Delta Electronics Inc,HXE,H10E (AS4777-2 2020),9.2,29/08/2022,29/08/2025
Delta Electronics Inc,HXE,H8E (AS4777-2 2020),7.36,29/08/2022,29/08/2025
Delta Electronics Inc,HXE,H9E (AS4777-2 2020),8.28,29/08/2022,29/08/2025
Delta Electronics Inc,Inverter Energy System,H5E_220 (AS4777-2 2020),5,14/06/2022,14/06/2025
Delta Electronics Inc,M15A_220,M15A_220 (AS4777-2 2020),15,16/05/2022,16/05/2025
Delta Electronics Inc,M20A_220,M20A_220 (AS4777-2 2020),20,16/05/2022,16/05/2025
Delta Electronics Inc,M30A_230,M30A_230 (AS4777-2 2020),30,16/05/2022,16/05/2025
Delta Electronics Inc,M30A_231,M30A_231 (AS4777-2 2020),30,16/05/2022,16/05/2025
Delta Electronics Inc,N/A,PCS100HV (AS4777-2 2020),100,2/03/2025,30/09/2026
Delta Electronics Inc,PCS100,PCS100 (AS4777-2 2020),100,22/02/2022,22/02/2025
Delta Electronics Inc,PCS100HV,PCS100HV (AS4777-2 2020),100,1/12/2021,1/03/2025
Dongguan Hinen New Energy Technology Co Ltd,A Series,A10000S (AS4777-2 2020),9.999,17/06/2025,17/06/2028
Dongguan Hinen New Energy Technology Co Ltd,A Series,A10000S-E (AS4777-2 2020),9.999,17/06/2025,17/06/2028
Dongguan Hinen New Energy Technology Co Ltd,A Series,A3600S (AS4777-2 2020),3.6,24/06/2025,24/06/2028
Dongguan Hinen New Energy Technology Co Ltd,A Series,A3600S-E (AS4777-2 2020),3.6,24/06/2025,24/06/2028
Dongguan Hinen New Energy Technology Co Ltd,A Series,A4600S (AS4777-2 2020),4.6,24/06/2025,24/06/2028
Dongguan Hinen New Energy Technology Co Ltd,A Series,A4600S-E (AS4777-2 2020),4.6,24/06/2025,24/06/2028
Dongguan Hinen New Energy Technology Co Ltd,A Series,A5000S (AS4777-2 2020),4.999,24/06/2025,24/06/2028
Dongguan Hinen New Energy Technology Co Ltd,A Series,A5000S-E (AS4777-2 2020),4.999,24/06/2025,24/06/2028
Dongguan Hinen New Energy Technology Co Ltd,A Series,A8000S (AS4777-2 2020),7.999,17/06/2025,17/06/2028
Dongguan Hinen New Energy Technology Co Ltd,A Series,A8000S-E (AS4777-2 2020),7.999,17/06/2025,17/06/2028
Dongguan Hinen New Energy Technology Co Ltd,H12000,H10000H-EU (AS4777-2 2020),10,11/12/2024,11/12/2027
Dongguan Hinen New Energy Technology Co Ltd,H12000,H12000H-EU (AS4777-2 2020),12,11/12/2024,11/12/2027
Dongguan Hinen New Energy Technology Co Ltd,H12000,H8000H-EU (AS4777-2 2020),8,11/12/2024,11/12/2027
Dongguan Hinen New Energy Technology Co Ltd,H3000-EU - H6000-EU,H3000-EU (AS4777-2 2020),3,13/02/2024,13/02/2027
Dongguan Hinen New Energy Technology Co Ltd,H3000-EU - H6000-EU,H3600-EU (AS4777-2 2020),3.68,13/02/2024,13/02/2027
Dongguan Hinen New Energy Technology Co Ltd,H3000-EU - H6000-EU,H4000-EU (AS4777-2 2020),4,13/02/2024,13/02/2027
Dongguan Hinen New Energy Technology Co Ltd,H3000-EU - H6000-EU,H4600-EU (AS4777-2 2020),4.6,13/02/2024,13/02/2027
Dongguan Hinen New Energy Technology Co Ltd,H3000-EU - H6000-EU,H5000-EU (AS4777-2 2020),5,13/02/2024,13/02/2027
Dongguan Hinen New Energy Technology Co Ltd,H3000-EU - H6000-EU,H6000-EU (AS4777-2 2020),6,13/02/2024,13/02/2027
Dyness Digital Energy Technology Co Ltd,Cygni,Cygni 10.0HS-M2 (AS4777-2 2020),9.999,14/07/2025,14/07/2028
Dyness Digital Energy Technology Co Ltd,Cygni,Cygni 10.0HS-M3 (AS4777-2 2020),9.999,14/07/2025,14/07/2028
Dyness Digital Energy Technology Co Ltd,Cygni,Cygni 10.0HS-M4 (AS4777-2 2020),9.999,14/07/2025,14/07/2028
Dyness Digital Energy Technology Co Ltd,Cygni,Cygni 8.0HS-M2 (AS4777-2 2020),8,14/07/2025,14/07/2028
Dyness Digital Energy Technology Co Ltd,Cygni,Cygni 8.0HS-M3 (AS4777-2 2020),8,14/07/2025,14/07/2028
Dyness Digital Energy Technology Co Ltd,Cygni,Cygni 8.0HS-M4 (AS4777-2 2020),8,14/07/2025,14/07/2028
Each Energy Technology (Suzhou) Co Ltd,EES-M1,EES10K-M1 (AS4777-2 2020),10,29/07/2022,29/07/2025
Each Energy Technology (Suzhou) Co Ltd,EES-M1,EES3K-M1 (AS4777-2 2020),3,28/07/2022,28/07/2025
Each Energy Technology (Suzhou) Co Ltd,EES-M1,EES4K-M1 (AS4777-2 2020),4,28/07/2022,28/07/2025
Each Energy Technology (Suzhou) Co Ltd,EES-M1,EES5K-M1 (AS4777-2 2020),5,28/07/2022,28/07/2025
Each Energy Technology (Suzhou) Co Ltd,EES-M1,EES6K-M1 (AS4777-2 2020),6,28/07/2022,28/07/2025
Each Energy Technology (Suzhou) Co Ltd,EES-M1,EES6KPro-M1 (AS4777-2 2020),6,29/07/2022,29/07/2025
Each Energy Technology (Suzhou) Co Ltd,EES-M1,EES7K-M1 (AS4777-2 2020),7,29/07/2022,29/07/2025
Each Energy Technology (Suzhou) Co Ltd,EES-M1,EES8K-M1 (AS4777-2 2020),8,29/07/2022,29/07/2025
Each Energy Technology (Suzhou) Co Ltd,EES-M1,EES9K-M1 (AS4777-2 2020),9,29/07/2022,29/07/2025
Each Energy Technology (Suzhou) Co Ltd,EET-M1,EET10K-M1 (AS4777-2 2020),10,16/03/2023,16/03/2026
Each Energy Technology (Suzhou) Co Ltd,EET-M1,EET15K-M1 (AS4777-2 2020),15,16/03/2023,16/03/2026
Each Energy Technology (Suzhou) Co Ltd,EET-M1,EET15KPro-M1 (AS4777-2 2020),15,16/03/2023,16/03/2026
Each Energy Technology (Suzhou) Co Ltd,EET-M1,EET20K-M1 (AS4777-2 2020),20,16/03/2023,16/03/2026
Each Energy Technology (Suzhou) Co Ltd,EET-M1,EET20KPro-M1 (AS4777-2 2020),20,16/03/2023,16/03/2026
Each Energy Technology (Suzhou) Co Ltd,EET-M1,EET25K-M1 (AS4777-2 2020),25,16/03/2023,16/03/2026
Each Energy Technology (Suzhou) Co Ltd,EET-M1,EET30K-M1 (AS4777-2 2020),30,16/03/2023,16/03/2026
Each Energy Technology (Suzhou) Co Ltd,EET-M1,EET5KPro-M1 (AS4777-2 2020),5,16/03/2023,16/03/2026
Each Energy Technology (Suzhou) Co Ltd,EET-M1,EET6KPro-M1 (AS4777-2 2020),6,16/03/2023,16/03/2026
Each Energy Technology (Suzhou) Co Ltd,EET-M1,EET8K-M1 (AS4777-2 2020),8,16/03/2023,16/03/2026
Each Energy Technology (Suzhou) Co Ltd,PHS-M1A,PHS3K-M1A (AS4777-2 2020),3,20/10/2023,20/10/2026
Each Energy Technology (Suzhou) Co Ltd,PHS-M1A,PHS4K-M1A (AS4777-2 2020),4,20/10/2023,20/10/2026
Each Energy Technology (Suzhou) Co Ltd,PHS-M1A,PHS5K-M1A (AS4777-2 2020),5,20/10/2023,20/10/2026
Each Energy Technology (Suzhou) Co Ltd,PHS-M1A,PHS6K-M1A (AS4777-2 2020),6,20/10/2023,20/10/2026
Each Energy Technology (Suzhou) Co Ltd,PHS-M1A,PHS8K-M1A (AS4777-2 2020),8,20/10/2023,20/10/2026
Eaton Power Quality (Shanghai) Co Ltd,Eaton 93PCS,93PCS 125 (AS4777-2 2020),125,18/06/2025,18/06/2028
Eaton Power Quality (Shanghai) Co Ltd,Eaton 93PCS,93PCS 250 (AS4777-2 2020),250,18/06/2025,18/06/2028
Eaton Power Quality (Shanghai) Co Ltd,Eaton 93PCS,93PCS 375 (AS4777-2 2020),375,18/06/2025,18/06/2028
Eaton Power Quality (Shanghai) Co Ltd,Eaton 93PCS,93PCS 500 (AS4777-2 2020),500,18/06/2025,18/06/2028
Eaton Power Quality (Shanghai) Co Ltd,Eaton 93PCS,93PCS 630 (AS4777-2 2020),630,18/06/2025,18/06/2028
Eguana Technologies Inc,EVOLVE,EVOLVE LFP AU - 14kWh (AS4777-2 2020),5,13/01/2023,13/01/2026
Eguana Technologies Inc,EVOLVE,EVOLVE LFP AU - 28kWh (AS4777-2 2020),5,13/01/2023,13/01/2026
Eguana Technologies Inc,EVOLVE,EVOLVE LFP AU - 42kWh (AS4777-2 2020),5,13/01/2023,13/01/2026
Eguana Technologies Inc.,EVOLVE ESS AU,EVOLVE ESS AU - 13kWh (AS4777-2 2020),5,21/11/2022,21/11/2025
Eguana Technologies Inc.,EVOLVE ESS AU,EVOLVE ESS AU - 26kWh (AS4777-2 2020),5,21/11/2022,21/11/2025
Eguana Technologies Inc.,EVOLVE ESS AU,EVOLVE ESS AU - 39kWh (AS4777-2 2020),5,21/11/2022,21/11/2025
ELEXSYS R&D PTY LTD,EEdS,EEdS30 (AS4777-2 2020),30,1/08/2022,1/08/2025
ELPOWER Srl,Elpower Battery Inverter,Cleanisland 100 AU/NZ (AS4777-2 2020),111.2,17/04/2025,19/01/2026
Empower Energy Pty Ltd,NA,Elektrobank 14 (AS4777-2 2020),5,4/03/2022,13/04/2026
Enertek Holdings Pty Ltd,HP-6,HP-6M (AS4777-2 2020),3.6,2/05/2022,14/03/2025
Enertek Holdings Pty Ltd,HP-6,HP-6M/1S (AS4777-2 2020),3.6,2/05/2022,14/03/2025
Enertek Holdings Pty Ltd,HP-6,HP-6M/2S (AS4777-2 2020),3.6,2/05/2022,14/03/2025
Enertek Holdings Pty Ltd,HP-6,HP-6M/3S (AS4777-2 2020),3.6,2/05/2022,14/03/2025
Enphase Energy Australia Pty Ltd,IQ7,IQ7A-72-E-ACM-INT (AS4777-2 2020),0.349,31/07/2025,7/12/2026
Enphase Energy Australia Pty Ltd,IQ7,IQ7A-72-M-INT (AS4777-2 2020),0.349,31/07/2025,7/12/2026
Enphase Energy Australia Pty Ltd,IQ7,IQ7PLUS-72-M-INT (AS4777-2 2020),0.29,31/07/2025,7/12/2026
Enphase Energy Australia Pty Ltd,IQ7,IQ7X-96-E-INT (AS4777-2 2020),0.315,31/07/2025,7/12/2026
ENPHASE ENERGY AUSTRALIA PTY. LTD.,IQ7,IQ7-60-2-INT (AS4777-2 2020),0.24,17/12/2021,30/07/2025
ENPHASE ENERGY AUSTRALIA PTY. LTD.,IQ7,IQ7-60-M-INT (AS4777-2 2020),0.24,17/12/2021,30/07/2025
ENPHASE ENERGY AUSTRALIA PTY. LTD.,IQ7,IQ7A-72-2-INT (AS4777-2 2020),0.349,17/12/2021,30/07/2025
ENPHASE ENERGY AUSTRALIA PTY. LTD.,IQ7,IQ7A-72-E-ACM-INT (AS4777-2 2020),0.349,17/12/2021,30/07/2025
ENPHASE ENERGY AUSTRALIA PTY. LTD.,IQ7,IQ7A-72-M-INT (AS4777-2 2020),0.366,17/12/2021,30/07/2025
ENPHASE ENERGY AUSTRALIA PTY. LTD.,IQ7,IQ7PLUS-72-2-INT (AS4777-2 2020),0.29,17/12/2021,30/07/2025
ENPHASE ENERGY AUSTRALIA PTY. LTD.,IQ7,IQ7PLUS-72-E-ACM-INT (AS4777-2 2020),0.29,17/12/2021,30/07/2025
ENPHASE ENERGY AUSTRALIA PTY. LTD.,IQ7,IQ7PLUS-72-M-INT (AS4777-2 2020),0.29,17/12/2021,30/07/2025
ENPHASE ENERGY AUSTRALIA PTY. LTD.,IQ7,IQ7X-96-E-INT (AS4777-2 2020),0.315,17/12/2021,30/07/2025
Enphase Energy Inc,IQ BATTERY 5P,B05-T02-ROW00-1-2 (AS4777-2 2020),3.84,2/05/2023,2/05/2026
Enphase Energy Inc,IQ Battery 5P with FlexPhase,IQBATTERY-5P-3P-INT-1.65-1P (AS4777-2 2020),1.65,31/07/2025,31/07/2028
Enphase Energy Inc,IQ Battery 5P with FlexPhase,IQBATTERY-5P-3P-INT-1.84-3P (AS4777-2 2020),1.84,31/07/2025,31/07/2028
Enphase Energy Inc,IQ Battery 5P with FlexPhase,IQBATTERY-5P-3P-INT-2.50-1P (AS4777-2 2020),2.5,31/07/2025,31/07/2028
Enphase Energy Inc,IQ Battery 5P with FlexPhase,IQBATTERY-5P-3P-INT-2.50-3P (AS4777-2 2020),2.5,31/07/2025,31/07/2028
Enphase Energy Inc,IQ Battery 5P with FlexPhase,IQBATTERY-5P-3P-INT-3.00-1P (AS4777-2 2020),3,31/07/2025,31/07/2028
Enphase Energy Inc,IQ Battery 5P with FlexPhase,IQBATTERY-5P-3P-INT-3.00-3P (AS4777-2 2020),3,31/07/2025,31/07/2028
Enphase Energy Inc,IQ Battery 5P with FlexPhase,IQBATTERY-5P-3P-INT-3.68-1P (AS4777-2 2020),3.68,31/07/2025,31/07/2028
Enphase Energy Inc,IQ Battery 5P with FlexPhase,IQBATTERY-5P-3P-INT-3.68-3P (AS4777-2 2020),3.68,31/07/2025,31/07/2028
Enphase Energy Inc,IQ Battery 5P with FlexPhase,IQBATTERY-5P-3P-INT-3.84-1P (AS4777-2 2020),3.84,31/07/2025,31/07/2028
Enphase Energy Inc,IQ Battery 5P with FlexPhase,IQBATTERY-5P-3P-INT-3.84-3P (AS4777-2 2020),3.84,31/07/2025,31/07/2028
Enphase Energy Inc,IQ8,IQ8AC-72-M-ACM-INT (AS4777-2 2020),0.36,19/03/2024,19/03/2027
Enphase Energy Inc,IQ8,IQ8AC-72-M-INT (AS4777-2 2020),0.36,13/07/2023,13/07/2026
Enphase Energy Inc,IQ8,IQ8HC-72-M-ACM-INT (AS4777-2 2020),0.38,19/03/2024,19/03/2027
Enphase Energy Inc,IQ8,IQ8HC-72-M-INT (AS4777-2 2020),0.38,13/07/2023,13/07/2026
Enphase Energy Inc,IQ8,IQ8MC-72-M-ACM-INT (AS4777-2 2020),0.325,25/07/2023,25/07/2026
Enphase Energy Inc,IQ8,IQ8X-80-M-INT (AS4777-2 2020),0.38,12/06/2024,12/06/2027
Enphase Energy Inc,IQ8 Microinverter,IQ8P-72-2-INT (AS4777-2 2020),0.475,12/08/2025,12/08/2028
ESY Sunhome Co Ltd,HM,ESYSUNHOME HM5 (AS4777-2 2020),5,28/03/2025,28/03/2028
ESY Sunhome Co Ltd,HM,ESYSUNHOME HM6 (AS4777-2 2020),6,14/09/2023,14/09/2026
Evantra IP Pty Ltd,NA,EVANTRA-3.6HS-10.24KWH (AS4777-2 2020),3.6,26/09/2023,26/09/2026
Evantra IP Pty Ltd,NA,EVANTRA-3.6HS-5.12KWH (AS4777-2 2020),3.6,26/09/2023,26/09/2026
Evantra IP Pty Ltd,NA,EVANTRA-5.0HS-10.24KWH (AS4777-2 2020),5,26/09/2023,26/09/2026
Evantra IP Pty Ltd,NA,EVANTRA-5.0HS-5.12KWH (AS4777-2 2020),5,26/09/2023,26/09/2026
Evantra IP Pty Ltd,NA,EVANTRA-6.0HS-10.24KWH (AS4777-2 2020),6,26/09/2023,26/09/2026
Evantra IP Pty Ltd,NA,EVANTRA-6.0HS-5.12KWH (AS4777-2 2020),6,26/09/2023,26/09/2026
Fimer SpA,PVS,PVS-10-TL-SX (AS4777-2 2020),10,15/06/2022,27/07/2025
Fimer SpA,PVS,PVS-10-TL-SY (AS4777-2 2020),10,15/06/2022,27/07/2025
Fimer SpA,PVS,PVS-12.5-TL-SX (AS4777-2 2020),12.5,15/06/2022,27/07/2025
Fimer SpA,PVS,PVS-12.5-TL-SY (AS4777-2 2020),12.5,15/06/2022,27/07/2025
Fimer SpA,PVS,PVS-15-TL-SX (AS4777-2 2020),15,15/06/2022,27/07/2025
Fimer SpA,PVS,PVS-15-TL-SY (AS4777-2 2020),15,15/06/2022,27/07/2025
Fimer SpA,PVS,PVS-20-TL-SX (AS4777-2 2020),20,16/06/2022,27/07/2025
Fimer SpA,PVS,PVS-20-TL-SXD (AS4777-2 2020),20,16/06/2022,27/07/2025
Fimer SpA,PVS,PVS-30-TL-SX (AS4777-2 2020),30,16/06/2022,27/07/2025
Fimer SpA,PVS,PVS-33-TL-SX (AS4777-2 2020),33,16/06/2022,27/07/2025
Fimer SpA,PVS-100-TL,PVS-100-TL-POWER MODULE + WB-PVS-100-TL (AS4777-2 2020),100,27/06/2022,27/06/2025
Fimer SpA,PVS-100-TL,PVS-100-TL-POWER MODULE + WB-S2-PVS-100-TL (AS4777-2 2020),100,27/06/2022,27/06/2025
Fimer SpA,PVS-100-TL,PVS-100-TL-POWER MODULE + WB-SX2-PVS-100-TL (AS4777-2 2020),100,27/06/2022,27/06/2025
Fimer SpA,PVS-100-TL,PVS-100-TL-POWER MODULE + WB-SX-PVS-100-TL (AS4777-2 2020),100,27/06/2022,27/06/2025
Fimer SpA,PVS-100-TL,PVS-100-TL-POWER MODULE + WB-SY2-PVS-100-TL (AS4777-2 2020),100,27/06/2022,27/06/2025
Fimer SpA,PVS-100-TL,PVS-100-TL-POWER MODULE + WB-SY-PVS-100-TL (AS4777-2 2020),100,27/06/2022,27/06/2025
Fimer SpA,UNO,UNO-DM-2.0-TL-PLUS-B-Q (AS4777-2 2020),2,4/02/2022,22/09/2025
Fimer SpA,UNO,UNO-DM-2.0-TL-PLUS-SB-Q (AS4777-2 2020),2,17/06/2022,22/09/2025
Fimer SpA,UNO,UNO-DM-3.3-TL-PLUS-B-Q (AS4777-2 2020),3.3,4/02/2022,22/09/2025
Fimer SpA,UNO,UNO-DM-3.3-TL-PLUS-SB-Q (AS4777-2 2020),3.3,17/06/2022,22/09/2025
Fimer SpA,UNO,UNO-DM-4.0-TL-PLUS-B-Q (AS4777-2 2020),4,4/02/2022,22/09/2025
Fimer SpA,UNO,UNO-DM-4.0-TL-PLUS-SB-Q (AS4777-2 2020),4,17/06/2022,22/09/2025
Fimer SpA,UNO,UNO-DM-4.6-TL-PLUS-B-Q (AS4777-2 2020),4.6,4/02/2022,22/09/2025
Fimer SpA,UNO,UNO-DM-4.6-TL-PLUS-SB-Q (AS4777-2 2020),4.6,17/06/2022,22/09/2025
Fimer SpA,UNO,UNO-DM-5.0-TL-PLUS-B-QU (AS4777-2 2020),5,4/02/2022,22/09/2025
Fimer SpA,UNO,UNO-DM-5.0-TL-PLUS-SB-QU (AS4777-2 2020),5,17/06/2022,22/09/2025
Fimer SpA,UNO,UNO-DM-6.0-TL-PLUS-B-G-QU (AS4777-2 2020),6,8/03/2022,8/03/2025
Fimer SpA,UNO,UNO-DM-6.0-TL-PLUS-SB-G-QU (AS4777-2 2020),6,15/06/2022,8/03/2025
FOXESS Co Ltd,1K5-1P-HI,1K5-1P-HI-10 (AS4777-2 2020),10,29/05/2025,29/05/2028
FOXESS Co Ltd,1K5-1P-HI,1K5-1P-HI-10.5 (AS4777-2 2020),10.5,29/05/2025,29/05/2028
FOXESS Co Ltd,1K5-1P-HI,1K5-1P-HI-3.7 (AS4777-2 2020),3.68,19/05/2025,19/05/2028
FOXESS Co Ltd,1K5-1P-HI,1K5-1P-HI-4.6 (AS4777-2 2020),4.6,19/05/2025,19/05/2028
FOXESS Co Ltd,1K5-1P-HI,1K5-1P-HI-5 (AS4777-2 2020),5,19/05/2025,19/05/2028
FOXESS Co Ltd,1K5-1P-HI,1K5-1P-HI-6 (AS4777-2 2020),6,19/05/2025,19/05/2028
FOXESS Co Ltd,1K5-1P-HI,1K5-1P-HI-7 (AS4777-2 2020),7,29/05/2025,29/05/2028
FOXESS Co Ltd,1K5-1P-HI,1K5-1P-HI-8 (AS4777-2 2020),8,29/05/2025,29/05/2028
FOXESS Co Ltd,1K5-1P-HI,1K5-1P-HI-9 (AS4777-2 2020),9,29/05/2025,29/05/2028
FOXESS Co Ltd,1K5-1P-HI,1K5-1P-HI-9.9 (AS4777-2 2020),9.9,29/05/2025,29/05/2028
FOXESS CO LTD,1K5-HI-V1,1K5-HI-10-V1 (AS4777-2 2020),10,11/04/2025,11/04/2028
FOXESS CO LTD,1K5-HI-V1,1K5-HI-12-V1 (AS4777-2 2020),12,11/04/2025,11/04/2028
FOXESS CO LTD,1K5-HI-V1,1K5-HI-15-V1 (AS4777-2 2020),15,11/04/2025,11/04/2028
FOXESS CO LTD,1K5-HI-V1,1K5-HI-5-V1 (AS4777-2 2020),5,11/04/2025,11/04/2028
FOXESS CO LTD,1K5-HI-V1,1K5-HI-6-V1 (AS4777-2 2020),6,11/04/2025,11/04/2028
FOXESS CO LTD,1K5-HI-V1,1K5-HI-8-V1 (AS4777-2 2020),8,11/04/2025,11/04/2028
FOXESS CO LTD,AC1-G2,AC1-3.0-E-G2 (AS4777-2 2020),3,3/01/2024,3/01/2027
FOXESS CO LTD,AC1-G2,AC1-3.7-E-G2 (AS4777-2 2020),3.68,3/01/2024,3/01/2027
FOXESS CO LTD,AC1-G2,AC1-4.6-E-G2 (AS4777-2 2020),4.6,3/01/2024,3/01/2027
FOXESS CO LTD,AC1-G2,AC1-5.0-E-G2 (AS4777-2 2020),5,3/01/2024,3/01/2027
FOXESS CO LTD,AC1-G2,AC1-6.0-E-G2 (AS4777-2 2020),6,3/01/2024,3/01/2027
FOXESS Co Ltd,AIO-AC1,AIO-AC1-5.0-HVS10.4 (AS4777-2 2020),5,21/12/2022,21/12/2025
FOXESS Co Ltd,AIO-AC1,AIO-AC1-5.0-HVS5.2 (AS4777-2 2020),4,21/12/2022,21/12/2025
FOXESS Co Ltd,AIO-AC1,AIO-AC1-5.0-HVS7.8 (AS4777-2 2020),5,21/12/2022,21/12/2025
FOXESS Co Ltd,AIO-AC1,AIO-AC1-6.0-HVS10.4 (AS4777-2 2020),6,21/12/2022,21/12/2025
FOXESS Co Ltd,AIO-AC1,AIO-AC1-6.0-HVS5.2 (AS4777-2 2020),4,21/12/2022,21/12/2025
FOXESS Co Ltd,AIO-AC1,AIO-AC1-6.0-HVS7.8 (AS4777-2 2020),6,21/12/2022,21/12/2025
FOXESS Co Ltd,AIO-H1,AIO-H1-5.0-HVS10.4 (AS4777-2 2020),5,21/12/2022,21/12/2025
FOXESS Co Ltd,AIO-H1,AIO-H1-5.0-HVS5.2 (AS4777-2 2020),5,21/12/2022,21/12/2025
FOXESS Co Ltd,AIO-H1,AIO-H1-5.0-HVS7.8 (AS4777-2 2020),5,21/12/2022,21/12/2025
FOXESS Co Ltd,AIO-H1,AIO-H1-6.0-HVS10.4 (AS4777-2 2020),6.6,21/12/2022,21/12/2025
FOXESS Co Ltd,AIO-H1,AIO-H1-6.0-HVS5.2 (AS4777-2 2020),6.6,21/12/2022,21/12/2025
FOXESS Co Ltd,AIO-H1,AIO-H1-6.0-HVS7.8 (AS4777-2 2020),6.6,21/12/2022,21/12/2025
FOXESS Co Ltd,F-G2,F3000-G2 (AS4777-2 2020),3,12/04/2023,12/04/2026
FOXESS Co Ltd,F-G2,F3600-G2 (AS4777-2 2020),3.6,12/04/2023,12/04/2026
FOXESS Co Ltd,F-G2,F4600-G2 (AS4777-2 2020),4.6,12/04/2023,12/04/2026
FOXESS Co Ltd,F-G2,F5000-G2 (AS4777-2 2020),5,12/04/2023,12/04/2026
FOXESS Co Ltd,F-G2,F5300-G2 (AS4777-2 2020),5.3,12/04/2023,12/04/2026
FOXESS Co Ltd,F-G2,F6000-G2 (AS4777-2 2020),6,12/04/2023,12/04/2026
FOXESS Co Ltd,G,G10 (AS4777-2 2020),10,27/09/2022,27/09/2025
FOXESS Co Ltd,G,G10.5 (AS4777-2 2020),10.5,27/09/2022,27/09/2025
FOXESS Co Ltd,G,G7 (AS4777-2 2020),7,27/09/2022,27/09/2025
FOXESS Co Ltd,G,G8 (AS4777-2 2020),8,27/09/2022,27/09/2025
FOXESS Co Ltd,G,G9 (AS4777-2 2020),9,27/09/2022,27/09/2025
FOXESS CO LTD,H1-G2,H1-3.0-E-G2 (AS4777-2 2020),3,3/01/2024,3/01/2027
FOXESS CO LTD,H1-G2,H1-3.7-E-G2 (AS4777-2 2020),3.68,3/01/2024,3/01/2027
FOXESS CO LTD,H1-G2,H1-4.6-E-G2 (AS4777-2 2020),4.6,3/01/2024,3/01/2027
FOXESS CO LTD,H1-G2,H1-5.0-E-G2 (AS4777-2 2020),5,3/01/2024,3/01/2027
FOXESS CO LTD,H1-G2,H1-6.0-E-G2 (AS4777-2 2020),6,3/01/2024,3/01/2027
FOXESS Co Ltd,H3-Smart,H3-10.0-Smart (AS4777-2 2020),10,3/07/2025,3/07/2028
FOXESS Co Ltd,H3-Smart,H3-12.0-Smart (AS4777-2 2020),12,3/07/2025,3/07/2028
FOXESS Co Ltd,H3-Smart,H3-15.0-Smart (AS4777-2 2020),15,3/07/2025,3/07/2028
FOXESS Co Ltd,H3-Smart,H3-5.0-Smart (AS4777-2 2020),5,3/07/2025,3/07/2028
FOXESS Co Ltd,H3-Smart,H3-6.0-Smart (AS4777-2 2020),6,3/07/2025,3/07/2028
FOXESS Co Ltd,H3-Smart,H3-8.0-Smart (AS4777-2 2020),8,3/07/2025,3/07/2028
FOXESS Co Ltd,H3-Smart,H3-9.9-Smart (AS4777-2 2020),9.9,3/07/2025,3/07/2028
FOXESS CO LTD,KA,KA10.5 (AS4777-2 2020),10.5,13/06/2025,13/06/2028
FOXESS CO LTD,KA,KA7 (AS4777-2 2020),7,13/06/2025,13/06/2028
FOXESS CO LTD,KA,KA8 (AS4777-2 2020),8,13/06/2025,13/06/2028
FOXESS CO LTD,KA,KA9.9 (AS4777-2 2020),9.9,13/06/2025,13/06/2028
FOXESS CO LTD,KH,KH10 (AS4777-2 2020),10,13/06/2025,13/06/2028
FOXESS CO LTD,KH,KH10.5 (AS4777-2 2020),10.5,13/06/2025,13/06/2028
FOXESS CO LTD,KH,KH7 (AS4777-2 2020),7,13/06/2025,13/06/2028
FOXESS CO LTD,KH,KH8 (AS4777-2 2020),8,13/06/2025,13/06/2028
FOXESS CO LTD,KH,KH9 (AS4777-2 2020),9,13/06/2025,13/06/2028
FOXESS CO LTD,KH,KH9.9 (AS4777-2 2020),9.9,13/06/2025,13/06/2028
FOXESS CO LTD,T-G3 Series,T10(Dual)-G3 (AS4777-2 2020),10,7/03/2025,7/03/2028
FOXESS CO LTD,T-G3 Series,T12(Dual)-G3 (AS4777-2 2020),12,7/03/2025,7/03/2028
FOXESS CO LTD,T-G3 Series,T15-G3 (AS4777-2 2020),15,7/03/2025,7/03/2028
FOXESS CO LTD,T-G3 Series,T17-G3 (AS4777-2 2020),17,7/03/2025,7/03/2028
FOXESS CO LTD,T-G3 Series,T20-G3 (AS4777-2 2020),20,7/03/2025,7/03/2028
FOXESS CO LTD,T-G3 Series,T23-G3 (AS4777-2 2020),23,7/03/2025,7/03/2028
FOXESS CO LTD,T-G3 Series,T25-G3 (AS4777-2 2020),25,7/03/2025,7/03/2028
